,MMM,AOS,ABT,ABBV,ACN,ADBE,AMD,AES,AFL,A,APD,ABNB,AKAM,ALB,ARE,ALGN,ALLE,LNT,ALL,GOOGL,GOOG,MO,AMZN,AMCR,AEE,AEP,AXP,AIG,AMT,AWK,AMP,AME,AMGN,APH,ADI,ANSS,AON,APA,AAPL,AMAT,APTV,ACGL,ADM,ANET,AJG,AIZ,T,ATO,ADSK,ADP,AZO,AVB,AVY,AXON,BKR,BALL,BAC,BAX,BDX,BBY,TECH,BIIB,BLK,BX,BK,BA,BKNG,BWA,BSX,BMY,AVGO,BR,BRO,BLDR,BG,BXP,CHRW,CDNS,CZR,CPT,CPB,COF,CAH,KMX,CCL,CARR,CAT,CBOE,CBRE,CDW,CE,COR,CNC,CNP,CF,CRL,SCHW,CHTR,CVX,CMG,CB,CHD,CI,CINF,CTAS,CSCO,C,CFG,CLX,CME,CMS,KO,CTSH,CL,CMCSA,CAG,COP,ED,STZ,CEG,COO,CPRT,GLW,CPAY,CTVA,CSGP,COST,CTRA,CRWD,CCI,CSX,CMI,CVS,DHR,DRI,DVA,DAY,DECK,DE,DELL,DAL,DVN,DXCM,FANG,DLR,DFS,DG,DLTR,D,DPZ,DOV,DOW,DHI,DTE,DUK,DD,EMN,ETN,EBAY,ECL,EIX,EW,EA,ELV,EMR,ENPH,ETR,EOG,EPAM,EQT,EFX,EQIX,EQR,ERIE,ESS,EL,EG,EVRG,ES,EXC,EXPE,EXPD,EXR,XOM,FFIV,FDS,FICO,FAST,FRT,FDX,FIS,FITB,FSLR,FE,FI,FMC,F,FTNT,FTV,FOXA,FOX,BEN,FCX,GRMN,IT,GE,GEHC,GEN,GNRC,GD,GIS,GM,GPC,GILD,GPN,GL,GDDY,GS,HAL,HIG,HAS,HCA,DOC,HSIC,HSY,HES,HPE,HLT,HOLX,HD,HON,HRL,HST,HWM,HPQ,HUBB,HUM,HBAN,HII,IBM,IEX,IDXX,ITW,INCY,IR,PODD,INTC,ICE,IFF,IP,IPG,INTU,ISRG,IVZ,INVH,IQV,IRM,JBHT,JBL,JKHY,J,JNJ,JCI,JPM,JNPR,K,KDP,KEY,KEYS,KMB,KIM,KMI,KKR,KLAC,KHC,KR,LHX,LH,LRCX,LW,LVS,LDOS,LEN,LII,LLY,LIN,LYV,LKQ,LMT,L,LOW,LULU,LYB,MTB,MPC,MKTX,MAR,MMC,MLM,MAS,MA,MTCH,MKC,MCD,MCK,MDT,MRK,META,MET,MTD,MGM,MCHP,MU,MSFT,MAA,MRNA,MHK,MOH,TAP,MDLZ,MPWR,MNST,MCO,MS,MOS,MSI,MSCI,NDAQ,NTAP,NFLX,NEM,NWSA,NWS,NEE,NKE,NI,NDSN,NSC,NTRS,NOC,NCLH,NRG,NUE,NVDA,NVR,NXPI,ORLY,OXY,ODFL,OMC,ON,OKE,ORCL,OTIS,PCAR,PKG,PLTR,PANW,PARA,PH,PAYX,PAYC,PYPL,PNR,PEP,PFE,PCG,PM,PSX,PNW,PNC,POOL,PPG,PPL,PFG,PG,PGR,PLD,PRU,PEG,PTC,PSA,PHM,QRVO,PWR,QCOM,DGX,RL,RJF,RTX,O,REG,REGN,RF,RSG,RMD,RVTY,ROK,ROL,ROP,ROST,RCL,SPGI,CRM,SBAC,SLB,STX,SRE,NOW,SHW,SPG,SWKS,SJM,SNA,SO,LUV,SWK,SBUX,STT,STLD,STE,SYK,SMCI,SYF,SNPS,SYY,TMUS,TROW,TTWO,TPR,TRGP,TGT,TEL,TDY,TFX,TER,TSLA,TXN,TPL,TXT,TMO,TJX,TSCO,TT,TDG,TRV,TRMB,TFC,TYL,TSN,USB,UBER,UDR,ULTA,UNP,UAL,UPS,URI,UNH,UHS,VLO,VTR,VRSN,VRSK,VZ,VRTX,VTRS,VICI,V,VST,VMC,WRB,GWW,WAB,WBA,WMT,DIS,WBD,WM,WAT,WEC,WFC,WELL,WST,WDC,WY,WMB,WTW,WYNN,XEL,XYL,YUM,ZBRA,ZBH,ZTS,Total_Frequency
75,21,3,0,0,0,12,23,15,7,9,4,0,15,16,8,9,0,1,28,0,0,8,2,0,8,4,7,11,0,0,0,0,22,2,21,1,0,48,0,22,0,0,1,0,3,16,0,0,13,0,0,7,22,5,49,7,16,18,0,27,0,57,3,0,30,31,2,21,2,4,0,0,13,5,22,21,0,1,11,1,4,35,24,15,5,0,8,0,16,0,1,1,5,9,35,40,21,2,12,1,3,0,2,18,13,34,11,4,0,31,7,0,8,0,29,16,27,0,28,0,17,0,49,8,0,2,0,17,0,12,0,5,7,0,4,5,0,11,4,0,13,47,0,1,2,1,0,17,0,3,12,0,17,8,0,22,4,6,30,1,10,0,6,21,3,4,0,7,0,36,14,1,6,22,15,2,10,1,0,41,14,0,0,3,1,0,12,1,13,17,7,33,35,45,12,8,44,0,0,0,0,35,25,27,1,34,0,7,0,2,2,1,4,0,5,12,0,13,19,9,5,0,22,5,11,50,0,0,37,16,8,0,23,0,13,15,3,7,6,6,5,2,18,18,0,0,26,0,16,10,22,0,3,28,0,0,3,0,11,4,30,0,1,5,27,0,0,12,0,0,42,68,1,14,5,11,12,0,2,0,24,8,7,0,23,0,8,0,0,15,22,0,4,39,5,3,8,60,18,38,0,12,0,0,26,10,28,10,35,2,10,9,40,13,10,0,37,14,48,3,2,0,17,27,42,3,0,26,16,9,3,2,3,0,0,4,6,3,7,11,5,41,12,32,7,0,1,9,0,18,10,13,15,0,5,2,0,0,18,12,10,0,3,11,0,35,3,0,8,9,12,24,13,3,13,0,11,19,18,0,13,4,7,3,9,2,0,23,9,5,2,10,21,19,1,0,3,3,0,0,0,28,26,4,5,16,9,0,0,0,10,11,0,5,0,26,18,10,31,37,0,27,18,5,31,19,2,2,29,40,36,7,1,5,5,35,1,4,10,12,0,0,14,0,0,0,10,8,0,6,5,0,5,1,0,22,13,7,17,13,24,9,25,0,3,4,26,0,0,0,37,1,6,2,46,0,13,32,0,11,0,3,3,0,47,13,18,11,41,0,0,0,20,9,0,5134
76,25,5,0,0,0,15,29,34,11,9,3,0,20,16,10,18,0,1,24,0,0,6,4,0,16,9,8,27,1,0,1,0,11,1,22,2,0,49,0,35,0,1,2,0,2,12,0,0,17,0,0,6,26,13,44,11,7,10,0,21,0,44,0,0,35,17,1,27,1,12,0,0,16,6,27,23,0,1,5,3,9,32,23,11,7,0,15,0,9,0,1,1,9,2,29,29,20,1,7,1,3,0,2,18,23,52,26,1,0,41,7,0,11,0,23,21,28,0,25,0,8,0,45,9,0,3,1,41,0,4,1,7,2,1,3,2,0,16,2,0,16,51,0,3,2,0,0,10,0,1,10,0,27,10,0,28,4,9,34,0,13,0,11,19,3,0,0,6,0,40,10,1,2,14,7,5,7,2,0,50,18,1,0,4,1,1,17,0,11,24,8,36,31,39,4,15,40,0,0,0,0,51,17,32,1,25,0,15,0,0,1,2,1,0,4,10,0,21,25,5,6,0,17,7,19,58,0,0,37,19,11,0,16,0,13,14,6,7,4,3,6,5,16,30,0,0,37,0,12,7,24,0,4,28,0,0,4,0,13,4,33,0,3,7,37,0,0,10,0,1,35,52,1,36,3,5,8,0,4,0,12,23,10,1,13,0,9,6,0,28,20,0,0,35,8,5,11,59,13,31,0,12,0,0,32,26,17,3,35,2,11,4,44,14,3,0,44,8,55,6,5,0,11,21,48,7,0,28,8,12,5,2,1,0,0,0,12,0,4,9,2,33,8,43,11,1,1,17,2,24,6,10,5,0,8,3,0,0,20,13,13,0,5,7,0,44,4,1,9,8,17,19,13,7,20,0,11,13,22,0,18,0,5,11,14,3,0,29,10,3,0,23,33,11,1,0,6,0,0,0,1,27,12,1,3,12,17,0,0,0,3,12,0,13,0,32,13,11,33,23,1,18,13,4,23,20,1,6,22,36,29,8,0,1,11,28,0,14,22,20,0,1,9,3,0,1,7,24,0,5,8,0,4,1,1,17,13,7,18,22,25,12,19,0,5,4,18,0,0,0,45,3,13,7,42,0,12,24,1,7,0,6,2,0,26,13,20,8,43,0,0,0,17,15,0,5329
77,28,5,0,0,0,17,34,29,12,7,3,0,11,10,9,23,0,4,24,0,0,8,2,0,14,17,8,15,0,0,1,0,11,3,15,0,0,29,0,45,2,0,2,0,3,2,0,0,10,0,0,6,31,7,56,11,9,8,0,17,0,35,0,0,53,17,3,29,2,26,0,0,26,2,47,27,0,2,1,4,8,31,28,7,9,0,14,0,14,0,0,0,12,4,25,19,22,3,12,10,0,0,2,35,29,53,23,1,0,40,6,0,8,0,24,8,33,0,20,0,11,0,40,7,0,2,1,37,0,4,0,12,5,0,4,13,0,11,5,0,8,50,6,3,1,3,0,6,0,0,14,0,22,8,0,25,5,0,38,1,7,0,12,16,3,9,0,10,0,42,19,2,1,17,12,1,3,1,0,70,13,2,0,4,9,0,13,1,17,23,5,38,23,37,10,11,42,0,0,0,0,41,25,36,9,27,0,13,0,5,7,3,6,1,5,13,0,11,32,13,6,0,20,4,25,54,0,0,37,24,7,0,19,0,9,6,5,10,4,5,6,6,13,35,0,0,25,0,22,24,27,1,10,17,0,0,12,0,3,2,29,0,6,4,34,0,0,14,0,4,44,23,1,30,23,10,10,0,5,0,11,23,10,1,5,0,17,7,0,18,20,0,1,38,12,7,11,63,7,23,0,13,0,0,25,13,20,9,29,3,7,6,47,10,6,0,30,6,50,5,4,0,12,16,33,9,0,23,15,13,5,4,3,0,0,4,4,3,10,12,1,35,8,31,7,1,1,13,0,25,16,15,1,0,11,8,0,1,22,8,14,0,3,18,0,44,0,1,8,5,7,21,17,11,14,0,9,13,28,0,15,2,8,1,10,8,0,41,7,7,2,28,27,13,5,0,12,1,0,0,3,33,8,0,3,16,19,0,0,0,12,13,0,12,0,34,10,6,38,25,0,23,25,4,21,26,6,5,19,33,46,4,0,1,6,22,0,9,24,16,2,5,11,3,0,2,5,20,0,4,6,0,3,0,0,14,15,11,22,15,27,12,30,0,4,3,32,0,0,0,24,2,8,10,55,0,20,22,1,8,0,6,2,0,31,18,25,6,48,0,0,1,26,28,0,5495
78,23,6,0,0,0,14,27,44,10,11,3,0,9,13,11,10,0,5,29,0,0,16,5,1,18,13,18,18,0,0,2,0,12,4,27,1,0,43,0,48,0,2,1,0,2,9,0,0,10,0,0,6,44,11,48,9,6,6,0,22,0,41,2,0,52,21,2,31,5,61,0,0,55,8,42,21,0,1,12,6,12,28,36,12,9,0,9,0,12,0,4,0,19,7,12,29,28,3,7,5,2,0,5,28,29,38,29,3,0,44,6,0,8,0,30,12,39,0,17,0,11,0,44,6,0,1,2,33,0,3,3,14,9,1,3,10,0,17,6,0,10,71,3,3,1,3,0,7,1,0,10,0,24,4,0,30,7,4,13,1,15,0,8,18,4,2,0,13,1,29,12,3,6,24,8,9,12,2,0,107,11,2,0,1,3,2,15,0,16,12,11,32,32,30,4,13,37,0,0,0,0,42,16,35,2,34,0,24,0,7,6,3,2,1,14,7,0,13,30,7,4,0,16,14,45,30,0,0,44,26,7,1,24,0,14,15,9,12,4,5,8,3,9,18,0,0,28,0,13,18,27,0,4,19,0,0,10,0,13,6,50,0,4,8,41,0,0,19,0,1,25,34,4,27,30,9,6,2,4,0,23,8,15,5,17,0,18,3,2,15,23,2,0,31,12,13,10,41,15,17,0,11,0,0,35,23,26,9,29,3,10,8,42,11,1,0,36,6,39,11,8,0,16,14,42,8,0,28,11,11,7,1,2,0,0,8,8,1,9,15,1,33,7,32,8,2,0,16,1,46,13,13,1,0,8,5,0,0,21,10,13,0,1,19,0,65,3,0,7,10,13,26,22,12,19,1,11,9,29,0,15,2,8,3,14,3,0,48,9,4,0,26,15,26,1,0,7,2,0,0,2,32,7,0,3,13,20,0,0,0,11,18,0,7,0,46,20,15,41,24,1,17,40,5,38,24,6,6,21,48,47,12,0,0,15,34,4,12,32,22,1,7,17,8,0,2,9,27,0,9,7,0,2,0,0,10,17,11,38,18,27,19,20,0,17,6,34,0,0,0,32,5,13,16,78,0,9,32,2,9,0,4,3,0,44,16,20,10,45,0,0,0,21,18,0,6046
79,20,6,0,0,0,22,31,56,4,3,6,0,9,7,13,20,0,6,32,0,0,17,4,1,22,6,20,28,0,0,1,0,19,3,24,1,0,57,0,55,0,1,5,0,0,10,1,0,9,0,0,5,38,9,47,5,6,9,0,24,0,25,1,0,56,16,1,40,1,53,0,0,49,5,53,25,0,5,4,4,11,30,38,5,2,0,11,0,14,0,4,6,42,7,22,25,25,5,9,6,10,0,9,25,35,51,29,3,0,48,11,0,7,0,9,12,49,0,15,0,9,0,50,6,0,4,1,32,0,2,4,9,14,3,6,10,0,17,8,0,9,52,1,7,2,5,0,11,1,0,10,0,26,7,0,28,8,2,22,1,8,0,10,37,2,4,0,13,1,37,7,3,7,25,4,1,10,1,0,129,14,7,0,3,14,1,10,1,11,9,19,47,30,54,8,12,54,0,0,0,0,35,15,25,4,21,0,21,0,5,1,5,5,4,16,10,0,10,24,8,10,0,15,5,51,28,0,0,46,18,19,1,17,0,14,12,11,12,11,18,9,4,12,21,0,0,35,0,9,20,23,2,1,28,0,0,20,0,24,5,39,0,19,12,46,0,0,12,0,2,36,30,2,28,20,13,9,1,0,0,20,3,18,3,28,0,25,5,3,14,31,6,2,29,5,11,11,37,7,24,0,15,0,0,34,29,13,1,28,6,8,12,49,5,4,0,44,2,42,7,12,0,15,9,41,10,0,17,24,9,3,2,2,0,0,16,0,2,12,11,0,36,8,33,14,1,2,13,0,34,15,13,4,0,6,7,0,0,23,11,20,0,3,9,0,63,7,0,9,10,5,25,13,41,17,0,12,9,32,1,9,1,6,5,7,6,0,19,3,4,4,25,11,20,0,0,7,1,0,0,2,33,14,1,5,13,7,0,0,0,8,24,0,7,0,41,13,11,45,27,2,13,25,3,50,20,9,2,18,32,50,8,2,5,25,26,0,8,23,13,0,9,18,4,0,2,5,35,0,11,16,0,4,4,1,13,16,9,25,15,23,21,23,0,10,5,27,0,0,0,33,4,9,14,41,0,8,44,0,7,0,1,2,0,47,15,32,9,52,0,0,1,30,27,0,6161
80,25,4,0,0,0,28,27,57,7,6,4,0,13,21,13,13,0,4,31,0,0,19,6,1,19,5,10,42,0,0,0,1,11,1,29,1,2,40,0,42,1,5,2,0,0,11,3,0,5,1,0,9,37,19,64,4,7,7,0,28,0,25,0,0,73,24,0,32,5,35,0,0,40,11,56,15,0,15,7,1,18,25,36,6,7,0,11,0,13,0,5,6,46,8,19,41,28,1,8,6,6,0,8,22,29,36,20,3,0,47,5,0,7,0,24,11,41,0,15,0,8,0,45,10,0,16,4,50,0,6,1,12,17,5,3,16,0,29,8,0,17,57,1,7,4,7,0,15,4,1,13,0,19,4,0,30,9,2,18,3,9,0,9,23,5,5,1,16,0,27,25,3,6,25,4,6,5,3,0,140,25,4,0,2,8,1,11,1,4,17,13,80,33,49,9,8,48,0,0,0,0,56,22,33,10,18,0,22,0,9,2,9,5,7,7,13,0,10,20,10,7,0,18,7,39,50,0,0,46,24,11,0,16,0,17,9,10,15,9,24,13,9,15,34,0,0,37,0,17,29,37,0,3,28,0,0,19,1,22,6,63,1,10,9,46,0,0,30,0,6,30,15,8,18,28,15,13,1,5,2,22,2,24,2,35,0,27,10,2,27,22,8,4,23,0,12,14,38,12,28,0,15,0,0,26,29,30,2,21,3,8,10,51,13,3,0,37,7,40,9,7,0,13,9,31,2,0,22,31,8,4,5,3,0,0,12,3,2,6,16,0,52,12,35,16,2,1,17,4,21,20,8,8,0,11,7,0,1,20,8,12,0,1,10,0,68,8,2,4,10,12,18,12,24,24,3,11,8,32,1,10,1,3,10,18,9,0,27,7,3,2,31,14,15,5,0,13,3,0,0,5,31,19,2,3,27,18,0,0,0,14,22,0,9,0,42,13,7,55,20,0,15,25,4,25,25,18,1,36,29,52,13,1,4,28,27,3,14,31,27,0,8,15,3,0,3,3,31,0,9,17,0,5,5,1,9,18,9,15,21,23,35,21,0,15,4,41,0,0,0,28,6,11,12,61,0,17,68,2,11,0,2,2,0,30,25,48,25,43,0,0,0,28,31,0,6663
81,19,6,0,0,0,29,21,79,8,1,9,0,15,17,7,20,0,5,45,0,0,21,6,0,13,5,21,35,0,0,1,0,17,4,27,3,2,23,0,49,4,2,5,0,0,24,3,0,15,0,0,9,49,15,51,5,9,7,0,31,0,28,0,0,69,31,1,54,2,21,0,0,36,9,49,21,0,27,8,6,13,18,57,9,17,0,13,0,5,0,5,11,36,7,17,26,39,9,7,8,7,0,14,17,44,44,17,7,3,49,3,0,12,0,15,10,54,0,12,0,12,0,40,5,0,17,1,49,0,5,3,14,26,5,5,23,0,30,4,0,14,61,2,13,6,6,0,16,1,0,2,0,17,7,1,44,3,5,16,7,15,0,5,29,8,10,0,16,0,27,12,1,4,14,6,6,16,2,0,116,11,3,0,1,5,0,17,4,15,17,19,64,44,39,9,9,36,0,0,0,0,73,18,32,3,18,0,32,0,11,2,9,9,15,4,14,0,19,25,15,6,1,16,14,46,34,0,0,30,37,17,1,9,0,9,10,19,25,9,36,15,10,4,32,0,0,20,0,15,30,26,0,6,31,0,0,12,1,16,7,57,0,24,7,58,1,0,23,0,5,28,18,6,25,29,19,12,1,6,1,16,3,21,3,46,0,29,11,0,24,37,4,2,13,3,21,22,33,23,17,0,17,0,0,30,46,27,4,26,3,6,10,45,5,5,0,34,8,36,4,7,0,18,12,36,1,0,35,51,4,8,2,4,0,0,16,1,5,13,19,0,49,16,39,17,1,3,10,1,12,13,8,10,0,7,6,0,1,20,11,8,0,3,12,2,67,10,4,3,13,14,21,7,34,31,3,13,9,30,3,6,4,5,5,6,7,0,29,5,7,1,31,14,15,5,0,14,4,0,0,5,17,18,5,8,19,18,0,0,0,13,21,0,8,0,45,16,12,67,22,2,0,28,11,22,11,16,2,37,21,54,16,0,8,29,24,2,5,24,30,2,3,16,5,0,6,5,39,0,13,28,0,6,3,2,22,13,7,8,15,26,27,18,0,13,1,37,0,0,0,32,14,11,25,58,0,16,60,2,2,0,5,4,0,36,29,44,22,48,0,0,0,34,29,0,6864
82,10,9,0,0,0,32,25,72,9,3,7,0,9,15,10,10,0,15,33,0,0,20,6,1,12,4,15,27,0,0,1,1,23,4,18,1,7,29,0,66,4,1,8,0,0,29,3,0,13,1,0,9,45,14,54,7,9,1,0,27,0,20,3,0,63,29,4,33,5,14,0,0,36,9,31,20,1,29,5,7,6,15,38,12,28,0,12,0,8,0,7,7,28,25,20,31,31,8,10,11,6,0,8,23,51,39,11,6,1,51,6,0,7,0,22,8,53,0,11,0,20,0,30,2,0,15,1,61,0,10,1,7,35,6,4,41,0,26,8,0,7,56,2,8,3,9,0,30,2,0,5,0,19,2,0,33,16,1,19,11,35,0,7,30,6,2,2,15,0,30,16,3,14,20,11,7,20,1,0,68,21,8,0,4,8,4,19,0,8,22,17,57,28,25,13,4,42,0,0,0,0,64,35,42,7,33,0,35,0,18,5,13,6,32,2,12,0,15,22,13,5,2,18,11,42,49,0,0,32,23,8,0,13,0,20,5,14,24,3,27,16,2,9,48,0,0,26,0,16,33,24,4,5,27,0,0,15,1,11,6,56,2,19,14,44,2,0,35,0,6,41,17,5,19,26,23,22,0,9,1,25,2,27,6,52,0,30,12,2,38,36,9,4,9,3,19,17,46,34,22,0,21,0,0,22,36,44,2,28,2,10,15,53,7,6,0,39,4,35,1,10,0,28,7,47,4,0,27,37,6,9,3,3,0,0,14,6,3,30,28,0,54,24,44,25,6,1,14,1,6,13,13,11,0,6,6,0,2,18,5,20,0,2,8,1,60,10,6,2,13,11,23,6,34,37,1,18,11,32,1,2,3,1,3,12,15,0,22,5,14,3,22,12,19,4,0,18,4,0,1,5,34,27,5,12,39,19,0,0,0,16,23,0,12,0,61,11,9,67,18,2,10,19,1,11,9,8,9,25,42,46,15,2,5,31,28,5,5,24,20,3,6,17,12,0,6,9,35,0,25,25,0,7,6,2,17,18,11,8,16,24,28,9,0,14,3,21,0,0,0,19,10,13,16,43,1,14,47,0,4,0,4,10,0,38,46,64,15,40,0,0,0,19,30,0,7034
83,17,7,0,0,0,38,21,75,9,5,1,0,16,22,10,22,0,15,18,0,0,16,9,2,14,4,12,24,0,0,0,0,20,5,31,1,1,33,0,57,5,3,12,0,1,30,6,0,11,0,0,4,30,11,59,6,8,3,0,26,0,22,1,0,77,14,8,37,4,11,0,0,44,6,48,29,0,35,8,11,18,16,60,3,32,0,15,0,10,0,4,13,32,20,15,29,30,3,9,18,7,0,9,23,28,27,17,7,3,45,7,0,13,0,32,16,62,0,20,0,25,0,42,3,0,15,6,70,0,6,2,8,38,6,5,20,0,36,10,0,14,66,2,9,3,3,0,39,4,1,5,0,21,6,1,33,17,4,22,14,36,0,3,25,14,8,3,14,2,42,17,2,14,26,19,10,26,2,0,54,15,4,0,9,15,5,33,4,7,20,25,46,22,20,12,3,39,0,0,0,0,71,20,38,2,34,0,18,0,12,7,11,13,46,13,20,0,23,24,17,7,0,25,14,39,50,0,1,19,17,11,4,18,0,12,7,10,14,3,41,10,9,3,61,0,0,26,0,15,33,33,2,4,34,0,0,18,2,20,5,39,4,20,11,50,7,0,30,0,6,39,10,9,20,19,26,17,0,14,1,23,3,23,10,43,0,37,23,1,21,40,7,9,10,1,9,24,22,23,24,0,19,0,0,17,43,21,3,33,1,8,10,49,5,3,0,24,9,32,2,5,0,18,3,50,4,0,32,30,6,9,10,8,0,1,9,4,6,30,18,1,50,29,46,24,4,7,18,0,6,21,7,16,0,12,6,0,1,18,8,28,0,1,9,2,33,2,4,7,7,17,29,5,28,38,5,26,12,43,4,4,6,6,4,20,10,0,23,12,17,4,32,21,17,1,1,15,10,0,0,3,38,13,6,2,30,23,1,0,0,12,23,1,9,0,70,13,10,67,23,3,5,17,9,20,4,8,6,27,56,42,11,0,6,27,36,2,3,26,18,7,4,19,11,0,6,13,37,0,21,29,0,7,3,0,16,19,4,7,15,12,14,11,0,6,3,18,0,0,0,14,10,6,23,54,6,20,44,2,6,0,15,8,0,31,28,63,10,39,0,0,1,24,31,0,7167
84,28,9,0,0,0,27,21,56,4,5,8,0,14,13,13,20,0,9,10,0,0,29,5,1,35,7,15,14,0,0,2,0,22,1,26,3,2,21,0,67,9,4,10,0,1,31,14,3,17,3,0,6,34,13,70,9,12,5,0,27,0,22,3,0,52,27,8,32,6,27,0,0,64,3,61,23,1,23,3,4,17,10,50,8,32,0,14,0,16,0,6,6,28,24,23,30,19,1,10,34,6,0,13,11,43,28,27,9,3,52,7,1,15,0,49,7,34,0,14,0,21,1,44,2,0,9,5,82,0,8,3,9,55,8,1,18,0,37,7,0,22,51,8,4,8,5,0,23,9,0,12,0,15,11,2,36,12,9,15,9,45,0,8,25,20,5,5,12,1,45,27,6,14,28,24,5,20,5,0,52,10,13,0,9,14,5,36,2,12,46,23,68,45,24,6,3,41,0,0,0,0,71,32,52,5,49,0,28,1,15,20,13,11,48,15,19,0,22,17,19,4,0,25,18,28,48,0,1,16,32,9,2,17,0,23,5,3,23,6,33,18,4,6,65,0,0,20,0,16,36,32,3,3,28,0,0,22,2,21,5,56,0,39,13,42,6,0,32,0,6,43,11,11,37,16,22,8,2,12,1,31,0,26,5,49,0,15,15,1,22,46,32,9,14,4,15,20,34,31,22,0,34,0,0,18,35,18,3,36,1,10,5,58,0,4,0,23,7,29,3,7,0,26,7,68,4,0,33,30,4,11,11,8,0,1,12,7,9,35,14,1,45,30,49,20,4,11,43,2,6,25,12,9,0,7,5,0,0,19,6,33,0,1,12,3,37,9,1,6,22,15,44,4,34,52,4,25,15,45,1,12,2,7,5,30,6,3,19,8,13,2,34,15,10,2,0,15,21,0,0,6,41,25,4,4,27,23,0,0,0,9,21,3,10,0,77,4,11,63,19,0,3,26,2,19,6,12,5,28,65,53,14,0,11,19,31,8,3,25,20,7,4,19,7,0,4,11,35,0,27,37,0,15,20,3,14,18,11,6,22,17,19,15,0,16,7,23,0,0,0,19,7,6,29,44,8,15,48,3,6,0,13,11,0,28,39,61,20,41,0,0,0,28,30,0,7727
85,31,9,0,0,0,29,15,60,5,8,7,0,12,28,18,21,0,11,9,0,0,19,4,1,38,14,11,17,1,0,7,0,14,4,26,3,1,38,0,63,2,4,20,0,5,30,15,0,16,8,3,6,43,12,85,12,16,9,0,25,1,33,2,0,64,20,11,46,9,27,1,0,63,3,78,27,2,14,8,10,33,10,55,7,25,0,21,0,11,0,7,6,25,16,12,32,38,3,11,32,4,0,15,11,33,48,19,8,4,56,6,0,23,0,56,8,53,1,21,0,22,1,25,0,0,6,0,95,0,10,1,5,42,8,7,32,0,17,13,0,25,59,5,5,8,4,0,20,10,2,13,0,7,11,2,43,18,4,20,13,39,0,4,29,19,6,8,21,0,64,19,3,8,25,16,10,35,4,0,48,12,5,0,10,21,10,32,3,14,35,16,53,33,27,1,4,40,0,2,0,0,70,26,41,4,50,0,31,0,29,14,15,19,49,7,7,0,45,18,13,7,1,31,4,30,54,0,0,28,17,6,3,10,0,24,7,4,33,7,24,10,8,9,57,0,0,31,0,20,41,47,2,2,21,0,1,18,2,23,7,52,2,44,11,43,4,0,33,0,3,36,17,14,29,9,26,12,1,10,3,24,0,17,14,50,0,18,36,1,11,33,21,10,15,3,11,35,36,23,19,0,46,0,0,34,32,14,3,49,1,11,5,57,4,8,0,30,6,36,1,10,0,28,10,71,4,0,25,46,9,14,7,9,1,1,4,5,9,28,8,0,37,40,42,13,1,5,40,2,8,20,13,19,0,15,8,0,1,14,11,31,0,6,16,4,28,10,5,16,31,15,31,8,28,35,7,27,7,50,2,10,1,10,2,35,20,6,33,5,19,5,27,24,24,2,1,15,11,0,1,3,42,21,8,2,43,35,1,0,0,14,18,2,5,0,67,9,6,68,30,1,7,22,4,23,9,12,9,34,42,46,16,3,19,11,28,6,7,22,11,6,10,8,8,0,6,11,32,0,19,31,0,8,8,3,14,8,18,9,12,23,27,16,0,22,7,24,0,0,0,20,11,7,24,61,6,13,62,4,2,0,18,6,1,21,37,54,12,45,0,0,1,29,48,0,7987
86,37,11,0,0,0,23,14,54,10,10,7,0,32,34,17,16,0,2,4,0,0,13,2,2,30,13,7,18,0,0,3,2,25,5,49,4,5,47,0,72,4,3,19,0,5,34,34,1,23,2,4,6,25,10,64,11,12,14,0,31,0,27,4,0,88,19,9,32,2,28,0,0,51,3,78,16,2,16,5,13,36,9,63,11,40,0,18,0,15,0,6,6,17,27,10,36,28,1,18,33,4,0,14,19,41,31,23,9,7,28,10,2,11,0,57,8,56,0,17,0,27,1,40,2,0,16,4,63,0,8,4,7,28,13,6,30,0,24,7,0,35,61,1,7,3,3,0,17,13,2,10,0,11,5,1,40,15,11,25,15,60,0,5,38,17,5,11,23,0,43,16,3,15,12,13,14,26,10,0,45,14,5,0,11,22,4,21,2,15,50,24,45,29,39,2,3,34,0,4,0,0,54,37,34,3,58,0,21,0,32,18,7,17,76,18,12,0,27,30,17,5,0,22,8,43,47,0,2,28,22,7,2,12,0,13,8,12,25,7,29,4,2,4,60,0,0,31,0,20,56,69,5,3,19,0,0,19,0,27,9,56,2,39,13,40,14,0,20,0,8,37,6,10,28,6,27,13,0,10,0,30,1,16,8,59,1,21,25,11,15,52,18,7,12,7,13,40,28,25,11,0,41,0,0,46,33,11,0,37,0,11,3,53,3,12,0,31,4,22,3,9,0,19,7,83,4,0,34,38,4,8,15,5,1,4,8,8,9,40,9,1,29,49,38,14,4,5,31,2,18,22,21,19,0,15,7,0,0,16,10,22,0,1,20,3,22,19,6,8,18,7,11,7,36,31,5,27,6,53,3,7,7,10,3,32,32,2,29,5,23,3,26,32,16,2,1,15,14,0,0,4,38,19,4,3,45,15,0,0,0,20,9,6,14,0,61,13,2,71,27,3,12,16,8,36,13,10,4,24,62,24,20,3,12,23,26,10,21,16,13,8,8,23,15,0,7,18,32,0,15,36,0,19,3,1,20,14,16,9,11,14,35,7,0,15,7,33,0,0,0,15,14,5,24,44,16,20,47,7,7,0,13,8,0,17,30,46,21,32,0,0,2,44,58,0,8042
